Ano,Jogo,Desenvolvedor,Vencedor,Indicacoes,Premiacoes,Nota Metacritic,Review 1,Review 2,Review 3,Review 4,Review 5,Review 6,Review 7,Review 8,Review 9,Review 10,Review 1_negativo,Review 1_neutro,Review 1_positivo,Review 1_composto,Review 2_negativo,Review 2_neutro,Review 2_positivo,Review 2_composto,Review 3_negativo,Review 3_neutro,Review 3_positivo,Review 3_composto,Review 4_negativo,Review 4_neutro,Review 4_positivo,Review 4_composto,Review 5_negativo,Review 5_neutro,Review 5_positivo,Review 5_composto,Review 6_negativo,Review 6_neutro,Review 6_positivo,Review 6_composto,Review 7_negativo,Review 7_neutro,Review 7_positivo,Review 7_composto,Review 8_negativo,Review 8_neutro,Review 8_positivo,Review 8_composto,Review 9_negativo,Review 9_neutro,Review 9_positivo,Review 9_composto,Review 10_negativo,Review 10_neutro,Review 10_positivo,Review 10_composto,Review_Composto_Total,Hype
2016,Overwatch,['Blizzard Entertainment'],True,5,3,91,"Samon Cardy IGN - ""Overwatch is a masterpiece. A dizzying amalgam of unique characters, stunning style, and compelling dynamic action.""","Denny Connolly Game Rant - ""Despite only a handful of maps, no story, and no ranking system upon release, Overwatch more than makes up for all of that with its masterful focus on teamwork. The game is clearly designed with teamwork at its heart, and is a major strength, but can also lead to frustrations for any lone wolf gamers.""","Phil Savage PC Gamer - ""It's not flawless, but Overwatch is still one of the best new multiplayer shooters to arrive in years.""","Christopher Bratt Eurogamer - Essential ""Blizzard's take on the first-person shooter sees a generosity of character accompanied by beautifully deep mechanics.""","Lucas Sullivan GamesRadar+ - ""There's certainly room for improvement, but Overwatch is already a superb team-based shooter full of memorable multiplayer moments.""","Daniel Tack Game Informer - ""Vibrant and endlessly entertaining. Whether you just went to play a few quick rounds or settle in for hours with friends, Overwatch delivers with polished panache.""","Russ Frushtick Polygon - ""Overwatch can be great, but needs friends to back it up.""","Mike Mahardy GameSpot - ""Overwatch meshes vastly different ideas and schools of thought into one frantic, exhilarating, layered shooter.""","Kevin Densmore Hardcore Gamer - ""It could use a campaign, a few more game modes and refinement of its RNG system, but none of that distracts from the fact that Overwatch is an superb effort that will entertain players for an ongoing amount of time.""","Steven Messner Rock, Paper, Shotgun - Unscored ""Overwatch is like going for an evening of speed dating and realizing everyone you meet is marriage material. I'll stare at the character select screen before each match, unable to decide which hero I want to play because I want to play them all.""",0.0,0.472,0.528,0.8807,0.162,0.773,0.065,-0.7096,0.078,0.677,0.245,0.7139,0.0,0.65,0.35,0.7906,0.0,0.6,0.4,0.8537,0.0,0.64,0.36,0.8957,0.0,0.573,0.427,0.7717,0.156,0.699,0.145,-0.0516,0.0,0.76,0.24,0.901,0.0,0.727,0.273,0.8885,5.9346,30.339622641509433
2016,Doom,['id Software'],False,4,2,79,"James Davenport PC Gamer - ""Despite a drab multiplayer mode and limited level creation tools, Doom is a cheeky and fulfilling return to pared-down acrobatic gameplay.""","Riley Little Game Rant - ""The rebooted take on DOOM is a visually impressive and chaotically-paced affair that stands out amongst a sea of other FPS titles, but it's not without its monotonous moments.""","Edwin Evans-Thirlwell Eurogamer - Recommended ""Doom's superb campaign makes up for underwhelming multiplayer in Id Software's remarkable comeback.""","Joab Gilroy IGN - ""Doom's single-player recalls great FPS action from a simpler time, but its multiplayer misses more than it hits.""","Languard Fextralife - ""DOOM is a fun, fast-paced arcadey shooter. As long as you're not looking for a deep, serious story that reflects upon the nature of humanity and hubris, and you love fast paced games with engaging gameplay, you will really enjoy DOOM's single player campaign. Multiplayer can hold it back depending on your orientation. Great graphics and audio really make the game shine.""","David Houghton GamesRadar+ - ""Intelligent, involved, and relentlessly exhilarating, now, just as in '93, the most exciting FPS around is a game called Doom.""","Matt Bertz Game Informer - ""The campaign is a glorious, bloody return to form for the godfather of first-person shooters, but the multiplayer and SnapMap can't match.""","Arthur Gies Polygon - ""Doom struggles somewhat to finish what it starts, and for a franchise that practically created what we understand as shooter multiplayer 20 years ago, its largely faceless multiplayer is surprising. But for the whole, as a new interpretation of one of gaming's most formative, difficult to pin down, cypthers, id has done a pretty great job in making something that feels familiar and fresh, and, most importantly, pretty damned fun.""","Peter Brown GameSpot - ""Doom doesn't shy away from the spirit that drove its forebearers to greatness, a decision which cements its relevance despite its pedestrian structure and unimaginative multiplayer.""","Brad Shoemaker Giant Bomb - ""It's hard to imagine a better Doom game in 2016 than this exhilarating, darkly witty new take on Id's classic.""",0.203,0.705,0.093,-0.3612,0.075,0.851,0.073,-0.0172,0.0,0.588,0.412,0.8271,0.118,0.754,0.128,0.0516,0.063,0.705,0.233,0.9295,0.1,0.558,0.342,0.7574,0.083,0.807,0.11,0.1655,0.118,0.584,0.298,0.9585,0.096,0.782,0.122,-0.067,0.163,0.597,0.24,0.4451,3.6893,19.39622641509434
2016,Inside,['Playdead'],False,5,2,93,"Ryan McCaffrey IGN - ""Inside is a 2D puzzle platformer that builds upon what made Limbo great, and in fact builds something greater.""","Andy Kelly PC Gamer - ""It looks incredible and controls beautifully, but Inside's best ideas are spread too thin.""","Anthony Taormina Game Rant - ""Inside builds on every strength of Playdead's Limbo, while also delivering a compelling yet haunting world filled with smart puzzles and inventive mechanics.""","Christian Donlan Eurogamer - Recommended ""Playdead's follow-up to Limbo is a superior game in every way.""","Lucas Sullivan GamesRadar+ - ""Inside's nightmarish journey is fascinating and frightening in equal measure. This puzzle platformer is easily consumed, but digesting its disturbing world will be a contemplative challenge.""","Kyle Hilliard Game Informer - ""Inside is the closest I have ever felt to experiencing a simulated nightmare. It's the perfect showcase of the kind of emotion an interactive experience can inspire.""","Alex Newhouse GameSpot - ""Inside is a beautiful, haunting tale of survival and individuality with engaging puzzles and an intriguing world."" | Nick Robinson Polygon - ""Inside deftly explores darkness without resorting to humor."""," Nick Robinson Polygon - ""Inside deftly explores darkness without resorting to humor.""","Brad Shoemaker Giant Bomb - ""Playdead's followup to Limbo expands on and improves all of that game's ideas so thoroughly, there's no question why it took six years to get here.""","Matt Whittaker Hardcore Gamer - ""Inside isn't just some incremental improvement over the basic premise of Limbo, it's one of the best puzzle-platformers ever made.""",0.0,0.708,0.292,0.765,0.0,0.596,0.404,0.8462,0.075,0.645,0.28,0.6908,0.0,0.72,0.28,0.5423,0.205,0.626,0.169,-0.4854,0.0,0.757,0.243,0.8126,0.098,0.607,0.294,0.6369,0.389,0.611,0.0,-0.4242,0.092,0.768,0.14,0.1174,0.0,0.714,0.286,0.802,4.303599999999999,54.698113207547166
2016,Titanfall 2,['Respawn Entertainment'],False,4,0,89,"John Jacques Game Rant - ""Respawn Entertainment delivers on its promise for a memorable campaign and entertaining multiplayer with Titanfall 2, a polished title which shows the bond between man and metal.""","Chris Thurston PC Gamer - ""A brilliant singleplayer campaign married to inventive, skill-intensive multiplayer that calls back to FPS classics of old.""","Brandin Tyrrel IGN - ""It's rare that a sequel evolves on every part of the original concept so consistently for the better, but Titanfall 2 is that exception. Its feelgood movement is the foundation for both the engaging action and platforming gameplay of its strong campaign and its over-the-top competitive multiplayer. With bolstered progression, customization, variety, and a fleshed-out story, Respawn has made good on its original vision with Titanfall 2. And bottom line, it's just damn fun to play.""","Jon Denton Eurogamer - Essential ""In a banner year for first-person shooters, Respawn delivers what might well be the best.""","David Houghton GamesRadar+ - ""Intelligent, creative, and never less than thrilling, Titanfall 2 finally realises the series' true potential with verve and polish.""","Javy Gwaltney Game Informer - ""Titanfall 2 is that rare game where both its single-player and multiplayer modes are exceptional and highly entertaining in their own ways.""","Arthur Gies Polygon - ""Titanfall 2 has the basics down, but loses much of the focus.""","Mike Mahardy GameSpot - ""Titanfall 2 is more measured and intelligent than its predecessor, but just as fluid and kinetic.""","Jeff Gerstmann Giant Bomb - ""Titanfall 2 goes for feel above all else, and it feels fantastic.""","Heather Alexandra Kotaku - Unscored ""Bold enthusiasm for a game often summons skeptic or contrarians. Pay them no heed. Titanfall 2 is impressive. Its influence will ripple through video games in the same way that titles like Half Life or Halo managed in their time. Beautiful and bold, Titanfall 2 is the pinnacle of first person shooters.""",0.0,0.733,0.267,0.7906,0.0,0.798,0.202,0.5859,0.037,0.649,0.314,0.9764,0.0,0.656,0.344,0.743,0.094,0.559,0.347,0.747,0.0,0.862,0.138,0.4927,0.228,0.772,0.0,-0.4497,0.0,0.868,0.132,0.2805,0.0,0.735,0.265,0.5574,0.087,0.632,0.281,0.9231,5.6469,20.037735849056602
2016,Uncharted 4: A Thief's End,['Naughty Dog'],False,8,2,93,"Lucy O'Brien IGN - ""Uncharted 4: A Thief's End is a remarkable achievement in blockbuster storytelling and graphical beauty.""","Anthony Taormina Game Rant - ""Uncharted 4 sees Naughty Dog push the bar for excellence to a new height, with stunning visuals, next-level character work, and one of the best games of this generation.""","Oli Welsh Eurogamer - Recommended ""Gaming's most confident storytellers close the book on Nathan Drake's adventures with their best chapter yet.""","Castielle Fextralife - ""An edge-of-your-sit experience with everything a blockbuster would give you: love, fear, excitement, drama and sorrow. Amazing acting and motion capture with uniquely crafted backdrops showing the real potential of Sony studios, supported by solid and addictive gameplay. A solo experience no gamer should miss, and a multiplayer addiction that is hard to avoid, fully worth full price.""","Leon Hurley GamesRadar+ - ""Despite the early stops and starts, Uncharted 4 finds its feet at the end and provides an eventually satisfying end to Nate's fortunes.""","Andrew Reiner Game Informer - ""The best Uncharted yet. It hooks you emotionally early on and keeps you locked in place as the thrill of the hunt for a lost treasure takes shape.""","Griffin McElroy Polygon - ""Uncharted 4 delivers a thrilling, moving conclusion to the series.""","Mike Mahardy GameSpot - ""Uncharted 4: A Thief's End blends its gameplay, characters, and world into a magnificent whole, making it the best game in the series, and a new watermark for storytelling.""","Dan Ryckert Giant Bomb - ""Naughty Dog does more than go back to the well with Nathan Drake's greatest adventure yet.""","Stephen Totilo Kotaku - Unscored ""Uncharted 4 may have problems at its edges, but its middle is phenomenal. It is a sufficiently wonderful finale for a studio that has made its own case that its next great step should be somewhere new.""",0.0,0.469,0.531,0.9062,0.0,0.688,0.312,0.8979,0.0,0.563,0.437,0.8777,0.181,0.544,0.275,0.8479,0.0,0.818,0.182,0.5337,0.067,0.673,0.26,0.765,0.0,0.693,0.307,0.4767,0.0,0.748,0.252,0.8442,0.0,0.602,0.398,0.8225,0.042,0.712,0.246,0.8968,7.868599999999999,16.62264150943396
2017,The Legend of Zelda: Breath of the Wild,['Nintendo'],True,6,3,97,"Jose Otero IGN - ""The Legend of Zelda: Breath of the Wild is evocative, exhilarating, and a masterclass in open-world design.""","Riley Little Game Rant - ""The Legend of Zelda: Breath of the Wild exceeds lofty expectations on the Nintendo Switch, cementing it as one of the best installments in the beloved series to-date.""","Oil Welsh Euro Gamer - ""Switch's debut and Wii U's demise are marked by a radical reinvention of The Legend of Zelda that will go down as an all-time great.""","Matthew Castle GamesRadar+ - ""The most freeform Zelda yet, without sacrificing the charm, fun or quality you expect from the series. Nintendo’s finest work since Super Mario Galaxy.""","Kyle Hilliard Game Informer - ""Breath of the Wild is a feat of design and polish. Hyrule feels like a real place, and the journey Link and Zelda undertake to defeat Ganon is compelling""","Peter Brown GameSpot - ""The Legend of Zelda: Breath of the Wild is Nintendo's most ambitious and impressive game to date.""","Arthur Gies Polygon - ""I guess, in the end, it's not just that Breath of the Wild signals that Zelda has finally evolved and moved beyond the structure it's leaned on for so long. It's that the evolution in question has required Nintendo to finally treat its audience like intelligent people. That newfound respect has led to something big, and different, and exciting. But in an open world full of big changes, Breath of the Wild also almost always feels like a Zelda game — and establishes itself as the first current, vital-feeling Zelda in almost 20 years.""","Dan Ryckert Giant Bomb - ""Link's most ambitious adventure is one of Nintendo's crowning achievements.""","Jason Schreier Kotaku - ""Triumphant. Groundbreaking. The pinnacle of Zelda.""","Kirstin Swalley Hardcore Gamer - ""The feeling of adventure has always been present in Zelda titles, but none of the previous titles have offered the same immense feeling of freedom as Breath of the Wild. The huge world offers hours upon hours of exploration that is well worth it, but will always show the way to continue moving forward in the story at any time.""",0.0,0.847,0.153,0.4019,0.0,0.776,0.224,0.8176,0.0,0.849,0.151,0.6249,0.071,0.632,0.297,0.7984,0.096,0.764,0.14,0.1027,0.0,0.683,0.317,0.788,0.0,0.867,0.133,0.875,0.0,0.573,0.427,0.7159,0.0,0.595,0.405,0.5267,0.0,0.715,0.285,0.9568,6.6079,20.150943396226417
2017,Horizon Zero Dawn,"['Guerrilla Games', 'Sony Interactive Entertainment']",False,6,0,89,"rubhen925 Fextralife - ""With no multiplayer to support the game’s replayability, Horizon Zero Dawn focuses on providing an exceptional single player campaign, robust and flexible combat mechanics, creative and unique enemy designs (both aesthetically and in combat), a vast and fully realized world to explore, engaging side mission stories, and most importantly a compelling and likable main character. Horizon Zero Dawn does not drastically invent anything new in the open world genre, but rather makes it enjoyable to explore in. And isn’t that all we want as gamers: to enjoy the game we are playing?""","Anthony Taormina Game Rant - ""Horizon: Zero Dawn takes familiar open world elements and makes them its own, but it is the game's blend of nature and technology that help create a memorable PS4 exclusive.""","Lucy O'Brien IGN - ""Horizon Zero Dawn presents us with a beautiful world full of unforgettable challenges.""","Martin Robinson Eurogamer - ""Guerrilla Games goes open world in this sumptuous, enjoyable yet overly generic new age sci-fi RPG.""","Zoe Delahunty-Light GameRada+ - ""An open-world that tailors to each and every interest, Horizon: Zero Dawn keeps combat fresh, with an intriguing protagonist to match.""","Jeff Marchiafava Game Informer - ""Horizon doesn't reinvent open-world gaming, but it delivers consistent fun, challenge, and intrigue from start to finish""","Peter Brown GameSpot - ""Horizon: Zero Dawn is an exciting and breathtaking odyssey.""","Philip Kollar Polygon - ""Horizon Zero Dawn feels like a storied developer finally finding its voice""","Jeff Gerstmann Giant Bomb - ""All in all, it's a great game, it's Guerrilla's strongest release to date, and I suspect I'll go back in after the fact to clean up whatever side quests and errands I have remaining, if only to spend a little more time in that world.""","Patricia Hernandez Kotaku - ""With Horizon, [developer Guerrilla Games] is finally let loose to show us how much more they're capable of, and what they're capable of is jaw-dropping.""",0.053,0.721,0.226,0.9359,0.0,0.766,0.234,0.7876,0.0,0.658,0.342,0.6369,0.0,0.838,0.162,0.4404,0.093,0.7,0.206,0.4404,0.0,0.718,0.282,0.7096,0.0,0.53,0.47,0.7351,0.0,0.8,0.2,0.3612,0.045,0.757,0.198,0.8176,0.077,0.732,0.192,0.5356,6.4003,18.79245283018868
2017,Persona 5,['Atlus'],False,4,1,93,"Forum Pirate Fextralife - ""Half visual novel, half dungeon crawl, all awesome. 100 hours of actually meaningful content, a unique (and sometimes uniquely brutal) combat system, excellent writing, and extremely unsubtle social commentary, all wrapped up in a very stylish package. Definitely not for everybody, but if you've spend the last 10 years wishing they still made JRPGs like they did in 2006, and you're willing to put in a lot of time, then this is probably the game for you.""","Andrew Goldfarb IGN - ""Persona 5 is a massive, gorgeous JRPG with well over 100 hours of gameplay for completionists. With more to do than ever and the series' strongest story to date, it stands out as an extraordinary, memorable experience and easily one of the deepest JRPGs of the last decade. Its sprawling dungeon design and stylish, fully realized world are an absolute joy to explore, and even after three playthroughs and the Platinum trophy, I find myself itching to go back to try different dialogue options with Confidants or revisit particularly fun puzzles. This is a new gold standard for Japanese RPGs and by far the best entry in the series yet.""","Cassandra Khaw Eurogamer - ""Beautiful, badass and audacious, Persona 5 is going to steal your heart.""","Susan Arendt GamesRadar+ - ""You've been waiting for this one a very long time, and you'll find your patience has more than paid off. The Phantom Thieves are coming to steal your heart, but you'll give it to them gladly.""","Joe Juba Game Informer - ""Persona 5’s well-crafted story, exciting combat, and deep systems make it my favorite entry in the series – and the best Japanese RPG in years""","Lucy James GameSpot - ""Persona 5's compulsive gameplay and infectious energy make it a standout RPG.""","Philip Kollar Polygon - ""It successfully pushes this series to new heights of polish, allure and charm. It has a few blemishes, enough to distract a bit from the intriguing and weighty themes that the game wrestles with. But even through the rough patches, Persona 5 doesn't give up a drop of its colorful personality.""","Kirk Hamilton Kotaku - ""This game will take many, many hours of your time. In exchange, you'll get a terrific, pulpy story told with style to spare. Persona 5 took nearly 100 hours of my time, and I gave it gladly.""","Steven Strom Ars Technica - ""Persona 5 weaves engaging JRPG combat around a thoughtful, exquisitely stylish tale of thieves and the struggle to survive in an unfair society. Buy it.""","Adam Beck Hardcore Gamer - ""Persona 5 is a once in a generation game.""",0.02,0.791,0.189,0.9018,0.0,0.812,0.188,0.9719,0.273,0.398,0.33,0.25,0.108,0.813,0.079,-0.0387,0.073,0.61,0.317,0.8402,0.0,0.826,0.174,0.2732,0.032,0.847,0.122,0.5531,0.0,0.853,0.147,0.6705,0.335,0.514,0.151,-0.7269,0.0,1.0,0.0,0.0,3.6951,21.830188679245282
2017,PlayerUnknown's Battlegrounds,['PUBG Corporation'],False,3,1,86,"Gabriel Moss IGN - ""Now free to play, PUBG: Battlegrounds' unique focus on massive zones and realistic simulation remain a lot of fun, even if its novelty wore off years ago.""","Kyle Sledge Game Rant - ""PlayerUnknown's Battlegrounds on PlayStation 4 provides solid gameplay for Battle Royale aficionados, but lacks the polish needed to give it the edge against competitors""","David Jagneaux IGN - ""PUBG v1.0 on Xbox One runs smoothly, features three vastly different maps, and includes a ton of weapons, gear, and items to use in the deadliest online game. Its unique brand of tense, realistic shooting mixed with slow-paced tactical combat manages to stay fresh and exciting even after hundreds of matches. It makes coming back for another attempt at a ""chicken dinner"" victory hard to resist.""","Evan Lahti PC Gamer - ""PUBG takes the tradition of big-map survival games like DayZ and compresses it into digestible, 3-to-30-minute sprints that are reliably scary and low-key.""","Chloi Rad IGN - ""PlayerUnknown's Battlegrounds has taken the military-sim gameplay popularized by games like ARMA and DayZ, boiled it down to its most exciting parts, and streamlined it into quick and accessible rounds of pure, hassle-free, survival-based action.""","Chris Thursten Eurogamer - ""The Battle Royale genre gets its first definitive success.""","Daniel Tack Game Informer - ""Playable, watchable, intense, and enjoyable gameplay makes it easy to see how this battle royale phenomenon took off""","Michael Higham GameSpot - ""Despite glaring technical flaws, PUBG emerges as the most thrilling battle royal game to date.""","Chris Plante Polygon - ""Battlegrounds manages to exist within the crowded shooter genre in an unfinished state, and feel both fresh and creatively complete. From its early access launch on March 23 to its official launch today, Dec. 20, its creators have had nine months to repair, polish and expand on their baby. That the most substantial updates have been improved server performance, vaulting and car horns speaks to the confidence Greene and his squad have in the game's foundation.""","Heather Alexandra Kotaku - ""In spite of technical flaws and the dreary mirror it holds up to us, Battlegrounds in consistently enjoyable and surprising. There is a reason why it is the battle royale game.""",0.049,0.675,0.276,0.8126,0.127,0.82,0.053,-0.2023,0.116,0.801,0.083,-0.296,0.12,0.787,0.094,-0.1779,0.039,0.747,0.214,0.807,0.195,0.526,0.278,0.2732,0.124,0.581,0.295,0.4767,0.149,0.675,0.176,0.1317,0.019,0.801,0.181,0.9184,0.256,0.615,0.128,-0.6124,2.131,43.905660377358494
2017,Super Mario Odyssey,['Nintendo'],False,6,1,97,"Riley Little Game Rant - ""Super Mario Odyssey is a spectacular return to form that'll delight casual players and platforming fans, delivering one of the biggest and best games ever from Nintendo.""","Ryan McCaffrey IGN - ""Mario's games have been around for almost as long as game consoles have been a thing, but thankfully, he's always evolving. We rarely get the same Mario twice. Super Mario Odyssey delivers on that ongoing promise of originality and innovation: It distills the venerable series' joyful, irreverent world and characters and best-in-class platforming action, and introduces a steady stream of new and unexpected mechanics. It's all spun together into a generational masterpiece.""","Oli Welsh Eurogamer - ""One of the most daring and influential game designs of all time makes a long overdue comeback in Mario's most madcap adventure yet.""","Sam Loveridge GamesRadar+ - ""Super Mario Odyssey successfully brings the series up to date and opens it up to a new audience, while still retaining every ounce of its nostalgia and retro charm.""","Andrew Reiner Game Informer - ""With hundreds of moons to collect and a dizzying number of secrets to unearth, Super Mario Odyssey is a monster of a game that rarely dips in the fun department""","Philip Kollar Polygon - ""For a character nearing 40 years old, it's amazing that Mario has remained not only a beloved character but one whose games are generally expected to be great. From that perspective, it's no surprise that Super Mario Odyssey is, yes, a great game. But more than that, it's a fantastic, even fundamental addition to Mario's legacy. From a plumber to a doctor to a tennis star to, uh, a Goomba, Mario has endured. No, this will not be the last Mario game, but it is almost certain to be lauded as one of his best.""","Peter Brown GameSpot - ""Super Mario Odyssey is a massive and magnificent celebration of Nintendo's most iconic hero.""","Dan Ryckert Giant Bomb - ""The soul of Super Mario 64 is alive and well in the plumber's surreal and stunning new adventure.""","Chris Kohler - ""Every element gelled so well that I was simply enraptured by the beauty of the whole experience.""","Alex Donaldson VG247 - ""Odyssey is the best Mario game in many, many years – and while it returns to the N64-style formula, its triumphs are firmly its own.""",0.0,0.615,0.385,0.93,0.0,0.705,0.295,0.9825,0.0,0.69,0.31,0.8193,0.0,0.718,0.282,0.8689,0.0,0.738,0.262,0.8176,0.062,0.622,0.316,0.9879,0.0,0.461,0.539,0.9132,0.0,0.491,0.509,0.91,0.0,0.682,0.318,0.7609,0.0,0.753,0.247,0.802,8.792300000000001,13.245283018867925
2018,God of War,"['Santa Monica Studio', 'Sony Interactive Entertainment']",True,8,3,94,"Game Rant - ""There is no question that God of War is an exceptional game. But the magic on display with the PC port provides an already tremendous game to new heights and offers new key features that will help it run well on a variety of modern machines. At this point, if gamers have the means to play God of War they should, and even if it's a replay of the PC version is still worth checking out.""","Morgan Park PC Gamer - ""The best game on PS4 is now one of the best games on PC.""","Anthony Taormina Game Rant - ""Sony Santa Monica has enabled Kratos in God of War and in the process delivered a technical and narrative showpiece that any PS4 fan should be proud of.""","Christian Donlan Eurogamer - Recommended ""Despite eye-catching changes, the heart of this series remains gloriously unaltered.""","Jonathon Dornbush IGN - ""God of War's outstanding characters, world, and combat come together to form an unforgettable adventure.""","Leon Hurley GamesRadar+ - ""One of PlayStation's finest moments, Kratos has been reimagined for a new audience while keeping the best bits of what originally made him great.""","Joe Juba Game Informer - ""An outstanding experience from beginning to end, with a mixture of great narrative moments and engaging encounters. God of War is a well-paced adventure that knows when to let the action simmer and when to make it boil over.""","Phil Hornshaw GameSpot - ""God of War isn't drastically different on PC when compared to the PS4 version that launched back in 2018, but its little improvements and attention to nuance, make this a solid PC port overall. There isn't reason enough here to buy a second copy of the game if you've already played, necessarily, but the PC version is a great reason to check out God of War for the first time; for anybody who hasn't had a chance to experience it, God of War remains an excellent, gorgeous, affecting action game, and with the port to PC, it gets a handful of new, if somewhat minor, improvements.""","Ryan Gilliam Polygon - Unscored ""Nothing compares to playing a game like God of War for the first time, seeing the wall of water rushes out of the Lake of Nine as permanents the world serpents rises from beneath the waves. But when the giant snake opened his mouth, and his voice bellowed through my headphones, I was even more awe struck by his design - his 2-year old model has textures look excellent, even with my face just inches away from the monitor. The water dripping off of his messy beard, the shadows in his nostrils, and his throat wavering when he speaks. It was all better than ever, as the raw game is put with its already impressive sets and visuals turned up, creating an even more immersive experience.""","Peter Brown GameSpot - ""God of War is every bit the over-the-top action game you expect, but it's the story and setting that end up stealing the show.""",0.104,0.72,0.176,0.6652,0.0,0.588,0.412,0.8555,0.113,0.669,0.218,0.3818,0.0,0.719,0.281,0.5994,0.11,0.505,0.385,0.7184,0.0,0.717,0.283,0.8519,0.078,0.622,0.299,0.875,0.112,0.633,0.254,0.9537,0.082,0.782,0.136,0.8637,0.25,0.699,0.052,-0.7876,5.976999999999999,16.566037735849058
2018,Assassin's Creed Odyssey,"['Ubisoft Quebec', 'Ubisoft']",False,4,0,83,"Tom Phillips Eurogamer - Recommended ""Colossal in size, lavish in scope, Odyssey feels like a series landmark and Ubisoft's biggest ever game.""","Castielle Fextralife - ""Solid Storytelling following outstanding historic events immerses players into a beautiful rendition of ancient Greece. Assassin's Creed Odyssey improves on its predecessors by providing seamless character selection and more advanced rpg elements, without compromising on its accessibility to action-focused players. Even if sometimes overwhelming in scale and possibly repetitive for those not completion-oriented, the game is worth full price given its polished delivery of unabashed entertainment.""","Steven Messner PC Gamer - ""The additional layer of choice, breathtaking scenery, and colorful sidequests make Odyssey not only the best Assassin's Creed to date, but one of the best RPGs since The Witcher 3.""","Brandin Tyrrel IGN - ""Assassin's Creed Odyssey's open-world adventure through ancient Greece is a gorgeous thrill, and the best the series has ever been.""","Denny Connolly Game Rant - ""Assassin's Creed Odyssey pushes the franchise further away from action and into true RPG territory with dialogue options, branching talent trees, and an addicting armor system.""","Sam Loveridge GamesRadar+ - ""Perfects everything Origins did and enhances them in ways you never thought an Assassin's Creed game could. Odyssey has it all.""","Joe Juba Game Informer - ""Infiltration, combat, and exploration are all fun in the moment, however, the repetitive objectives and lack of crafted moments make the gameplay blur together as the hours pass.""","Colin Campbell Polygon - Unscored ""For all its faults, Assassin's Creed Odyssey is one of the best explorable game worlds yet made.""","Alessandro Fillari GameSpot - ""While its large-scale campaign—clocking in at over 50 hours—can occasionally be tiresome, and some features don't quite make the impact they should, Odyssey makes great strides in its massive and dynamic world, and it's a joy to venture out and leave your mark on its ever-changing setting.""","Alex Navarro Giant Bomb - ""Odyssey takes Origins' formula and expands it to the point of nearly breaking.""",0.0,0.787,0.213,0.4215,0.026,0.728,0.246,0.9459,0.188,0.756,0.056,-0.6943,0.0,0.536,0.464,0.9186,0.0,0.811,0.189,0.6808,0.0,0.885,0.115,0.3818,0.192,0.659,0.149,-0.128,0.139,0.673,0.188,0.2732,0.022,0.782,0.196,0.8834,0.0,0.896,0.104,0.1027,3.7856,15.773584905660377
2018,Celeste,['Maddy Makes Games'],False,4,2,92,"Shaun Prescott PC Gamer - ""An engaging, vibrant and challenging platformer that adds narrative to a genre often shy of it.""","Tom Marks IGN - ""Celeste is a surprise masterpiece. Its 2D platforming is some of the best and toughest since Super Meat Boy, with levels that are as challenging to figure out as they are satisfying to complete.""","Christian Donlan Eurogamer - Recommended ""A platformer aimed at speedrunners is also an adventure for the rest of us to savour.""","Ben Reeves Game Informer - ""A solid story and rewarding platforming sequences makes for a highly gratifying climb.""","Russ Frushtick Polygon - ""Celeste reaches beyond, showing that tricky, well-designed platforming challenges are really just the tip of the iceberg. There's far more underneath the surface. And maybe that's worth dying for.""","Oscar Dayus GameSpot - ""Celeste is a difficult, powerful, rewarding adventure.""","Heather Alexandra Kotaku - Unscored ""I'll remember Celeste for a long time to come, thinking back on its mystical ruins and wind-swept peak. It's a joyous game brimming with hope and one of the best video game jumps ever.""","Sam Machkovech Ars Technica - Unscored ""Buy. Celeste is the first must-own single-player game of 2018.""","Kyle LeClair Hardcore Gamer - ""Simply put, Celeste is a tour de force.""","Adam Smith Rock, Paper, Shotgun - Unscored ""Celeste is a difficult game about overcoming difficulties. Come for the challenge, stay for the joy of Madeline's company and the generosity of this wonderful game.""",0.098,0.539,0.363,0.6597,0.028,0.563,0.409,0.9559,0.0,0.859,0.141,0.3182,0.0,0.482,0.518,0.8221,0.052,0.806,0.142,0.2023,0.192,0.154,0.654,0.7184,0.069,0.665,0.266,0.8519,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.131,0.531,0.338,0.8126,5.3411,34.283018867924525
